time,open,high,low,close,Volume,Volume MA
2010-01-03T17:00:00-05:00,1.04635,1.05183,1.04488,1.04533,4014,NaN
2010-01-04T01:00:00-05:00,1.04533,1.04885,1.03706,1.03994,12256,NaN
2010-01-04T09:00:00-05:00,1.03994,1.04254,1.03516,1.04189,14481,NaN
2010-01-04T17:00:00-05:00,1.04189,1.04194,1.03693,1.03772,3089,NaN
2010-01-05T01:00:00-05:00,1.03772,1.04112,1.03359,1.03765,14777,NaN
2010-01-05T09:00:00-05:00,1.03765,1.04074,1.03569,1.03871,19317,NaN
2010-01-05T17:00:00-05:00,1.03871,1.04074,1.03693,1.03775,3322,NaN
2010-01-06T01:00:00-05:00,1.03775,1.04101,1.03586,1.03632,12647,NaN
2010-01-06T09:00:00-05:00,1.03632,1.03683,1.03118,1.03211,19704,NaN
2010-01-06T17:00:00-05:00,1.03211,1.03412,1.02954,1.03337,4276,NaN
2010-01-07T01:00:00-05:00,1.03337,1.03572,1.02907,1.03149,15848,NaN
2010-01-07T09:00:00-05:00,1.03149,1.03729,1.03107,1.03418,18988,NaN
2010-01-07T17:00:00-05:00,1.03418,1.03566,1.03341,1.03516,2492,NaN
2010-01-08T01:00:00-05:00,1.03516,1.03848,1.02976,1.03251,15753,NaN
2010-01-08T09:00:00-05:00,1.03251,1.03718,1.02947,1.03079,22460,NaN
2010-01-10T17:00:00-05:00,1.03079,1.03102,1.02503,1.02628,2699,NaN
2010-01-11T01:00:00-05:00,1.02628,1.02935,1.02508,1.02788,8374,NaN
2010-01-11T09:00:00-05:00,1.02788,1.03435,1.02778,1.0335,14020,NaN
2010-01-11T17:00:00-05:00,1.0335,1.03583,1.03312,1.03493,2761,NaN
2010-01-12T01:00:00-05:00,1.03493,1.04026,1.03123,1.04005,15728,11350.3
2010-01-12T09:00:00-05:00,1.04005,1.04133,1.03502,1.03868,18593,12079.25
2010-01-12T17:00:00-05:00,1.03868,1.04113,1.03748,1.03833,2822,11607.55
2010-01-13T01:00:00-05:00,1.03833,1.04089,1.03232,1.03257,11769,11471.95
2010-01-13T09:00:00-05:00,1.03257,1.03945,1.02896,1.03117,22086,12421.8
2010-01-13T17:00:00-05:00,1.03117,1.03143,1.02958,1.02963,2136,11789.75
2010-01-14T01:00:00-05:00,1.02963,1.03222,1.02889,1.03016,12055,11426.65
2010-01-14T09:00:00-05:00,1.03016,1.03097,1.02235,1.02312,17583,12139.7
2010-01-14T17:00:00-05:00,1.02312,1.02676,1.0231,1.0259,2703,11642.5
2010-01-15T01:00:00-05:00,1.0259,1.02827,1.02397,1.02514,14611,11387.85
2010-01-15T09:00:00-05:00,1.02514,1.03135,1.02453,1.02923,17338,12040.95
2010-01-17T17:00:00-05:00,1.02923,1.03144,1.02788,1.02848,2404,11368.75
2010-01-18T01:00:00-05:00,1.02848,1.02928,1.02531,1.02581,7835,10811.1
2010-01-18T09:00:00-05:00,1.02581,1.02703,1.0245,1.0245,4735,10923.25
2010-01-18T17:00:00-05:00,1.0245,1.02718,1.0245,1.02673,1991,10235.15
2010-01-19T01:00:00-05:00,1.02673,1.03219,1.02506,1.03027,15989,9911.6
2010-01-19T09:00:00-05:00,1.03027,1.03477,1.02926,1.02926,17395,10646.4
2010-01-19T17:00:00-05:00,1.02926,1.03627,1.02926,1.03578,4086,10432
2010-01-20T01:00:00-05:00,1.03578,1.04752,1.03433,1.04688,20436,10752.8
2010-01-20T09:00:00-05:00,1.04688,1.04884,1.0454,1.04621,19552,11592.35
2010-01-20T17:00:00-05:00,1.04621,1.04718,1.04373,1.04633,2914,10951.65
2010-01-21T01:00:00-05:00,1.04633,1.05227,1.04478,1.04738,13240,10684
2010-01-21T09:00:00-05:00,1.04738,1.05243,1.04483,1.05169,24476,11766.7
2010-01-21T17:00:00-05:00,1.05169,1.05236,1.04863,1.04883,3080,11332.25
2010-01-22T01:00:00-05:00,1.04883,1.05712,1.04631,1.05673,16875,11071.7
2010-01-22T09:00:00-05:00,1.05673,1.0602,1.05329,1.0584,15939,11761.85
2010-01-24T17:00:00-05:00,1.05562,1.05797,1.05419,1.05531,3944,11356.3
2010-01-25T01:00:00-05:00,1.05531,1.05999,1.05322,1.05914,11900,11072.15
2010-01-25T09:00:00-05:00,1.05914,1.06127,1.05683,1.05764,15674,11720.7
2010-01-25T17:00:00-05:00,1.05764,1.06067,1.05447,1.06036,4193,11199.8
2010-01-26T01:00:00-05:00,1.06036,1.06577,1.05961,1.06414,18336,11249.7
2010-01-26T09:00:00-05:00,1.06414,1.06917,1.05911,1.06291,23656,12312.3
2010-01-26T17:00:00-05:00,1.06291,1.06506,1.06148,1.06401,5408,12190.95
2010-01-27T01:00:00-05:00,1.06401,1.06786,1.06083,1.06476,17528,12830.6
2010-01-27T09:00:00-05:00,1.06476,1.06874,1.06297,1.06418,24137,13937.9
2010-01-27T17:00:00-05:00,1.06418,1.06553,1.0596,1.06119,5611,13419
2010-01-28T01:00:00-05:00,1.06119,1.06159,1.05557,1.05953,17060,13402.25
2010-01-28T09:00:00-05:00,1.05953,1.06698,1.05809,1.06618,26716,14533.75
2010-01-28T17:00:00-05:00,1.06618,1.06952,1.06508,1.06912,5419,13782.9
2010-01-29T01:00:00-05:00,1.06912,1.06917,1.06227,1.06529,16379,13624.25
2010-01-29T09:00:00-05:00,1.06529,1.06947,1.06254,1.06924,23197,14638.4
2010-01-31T17:00:00-05:00,1.06924,1.07099,1.06663,1.07008,3399,14146.35
2010-02-01T01:00:00-05:00,1.07008,1.07209,1.06709,1.06854,11971,13521.1
2010-02-01T09:00:00-05:00,1.06854,1.0689,1.06092,1.06092,21931,14463.65
2010-02-01T17:00:00-05:00,1.06092,1.06397,1.06037,1.06148,3917,13815.75
2010-02-02T01:00:00-05:00,1.06148,1.06241,1.05647,1.06178,16019,13819.75
2010-02-02T09:00:00-05:00,1.06178,1.06265,1.05717,1.05717,19846,14614.85
2010-02-02T17:00:00-05:00,1.05717,1.05868,1.05628,1.05658,2172,14128.45
2010-02-03T01:00:00-05:00,1.05658,1.06117,1.05457,1.0606,16252,14157.35
2010-02-03T09:00:00-05:00,1.0606,1.06358,1.05821,1.06218,21505,15022.95
2010-02-03T17:00:00-05:00,1.06218,1.06331,1.05961,1.06078,3130,14262.65
2010-02-04T01:00:00-05:00,1.06078,1.06467,1.05988,1.06383,15017,13830.7
2010-02-04T09:00:00-05:00,1.06383,1.07517,1.06383,1.07304,28707,14995.65
2010-02-04T17:00:00-05:00,1.07304,1.07423,1.07158,1.07298,3854,14311.95
