time,open,high,low,close,"BTCUSD, BITSTAMP: Open","BTCUSD, BITSTAMP: High","BTCUSD, BITSTAMP: Low","BTCUSD, BITSTAMP: Close",Basis,Upper,Lower,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,EMA,EMA,EMA2,EMA3,Histogram,MACD,Signal,MF,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Detrended Price Oscillator
893714400,1112.8250195289702,1112.8250195289702,1087,1093.625,NaN,NaN,NaN,NaN,1120.68125,1141.8742949971072,1099.488205002893,16528,14157.6,16528,14157.6,16528,14157.6,16528,14157.6,16528,14157.6,1114.367784893051,1116.5610618283852,1113.9566298654483,1083.7685515586836,-5.588928119919384,6.025693596380961,11.614621716300345,41.246044778890536,7.697546304067751e-15,6.884765952099795,39.715984260631906,63.431652106234004,NaN,NaN,-16.333333333333258
893800800,1103.225009764485,1104,1088.75,1095.1875,NaN,NaN,NaN,NaN,1119.909375,1143.50010659502,1096.3186434049799,14637,14179.65,14637,14179.65,14637,14179.65,14637,14179.65,14637,14179.65,1110.105499361262,1113.5076958529016,1112.2503453322258,1084.1763711458734,-6.185500847566161,3.882745656842644,10.068246504408805,40.35520370263238,1.169572077421661,1.4686256511986542,40.90311248008302,61.71612332651208,NaN,NaN,-16.58035714285711
893887200,1099.2062548822425,1124,1094.5,1108.625,NaN,NaN,NaN,NaN,1119.671875,1143.6139886219698,1095.7297613780302,9821,14022,9821,14022,9821,14022,9821,14022,9821,14022,1109.7764995032037,1112.8101678739156,1111.9207684838416,1085.0495364620922,-5.469407324207747,3.23148734914912,8.700894673356867,39.55468375743673,11.319949269427653,4.163173782283107,50.01872612265317,60.597348120865774,NaN,NaN,-5.038690476190368
893973600,1103.9156274411212,1130.25,1103.9156274411212,1124.1875,NaN,NaN,NaN,NaN,1119.646875,1143.5690233083737,1095.724726691626,14285,14079.1,14285,14079.1,14285,14079.1,14285,14079.1,14285,14079.1,1112.9789440580473,1114.4355010347847,1113.0359258944015,1086.4473208741604,-3.820020409821436,3.9258691610800724,7.745889570901508,46.00743389264279,29.41521393985292,13.968245095567411,58.082872239057956,60.02394806075967,NaN,NaN,9.110119047619037
894232800,1114.0515637205606,1137,1114.0515637205606,1130.125,NaN,NaN,NaN,NaN,1119.5125,1143.1660079322255,1095.8589920677746,16189,14256.1,16189,14256.1,16189,14256.1,16189,14256.1,16189,14256.1,1116.7891787118147,1116.6768580298155,1114.5894780858196,1088.0072379857975,-2.2776652813918625,4.89880796916168,7.176473250553543,46.892980473157806,48.90837315385281,29.881178787711125,60.68887843322314,59.481866587212735,NaN,NaN,13.79464285714289
894319200,1122.0882818602804,1128.25,1114.75,1122.6875,NaN,NaN,NaN,NaN,1119.0125,1141.9425771368014,1096.0824228631986,16308,14295.2,16308,14295.2,16308,14295.2,16308,14295.2,16308,14295.2,1118.099916775856,1117.5355211684134,1115.3256618961996,1089.245818772019,-1.7316184009634874,5.011950249349184,6.743568650312671,39.16034165020258,54.794207927055915,44.37259834025388,55.99291162962899,58.464573533331226,NaN,NaN,4.922619047619037
894405600,1122.3878909301402,1124.5,1106.25,1114.375,NaN,NaN,NaN,NaN,1118.634375,1141.6084186076573,1095.6603313923429,15160,14331.3,15160,14331.3,15160,14331.3,15160,14331.3,15160,14331.3,1117.2721574923323,1117.0840181443543,1115.2392380874542,1090.1432895301612,-1.8905566556901165,4.380372830700026,6.270929486390142,39.04739293107022,48.035191178612905,50.57925741984054,51.222397649490055,57.419068573812964,NaN,NaN,-4.5625
894492000,1118.38144546507,1118.38144546507,1097.25,1101.3125,NaN,NaN,NaN,NaN,1117.965625,1142.1091889392346,1093.8220610607655,14932,14580.45,14932,14580.45,14932,14580.45,14932,14580.45,14932,14580.45,1113.7255669384806,1114.8309441237323,1113.9731709885948,1090.542189904084,-2.7818590714496825,2.7936056470780386,5.575464718527721,38.53615228404769,32.34946286133556,45.05962065566812,44.76769573097049,55.917517862892566,NaN,NaN,-18.916666666666742
894578400,1109.846972732535,1116.75,1096,1106.75,NaN,NaN,NaN,NaN,1117.49375,1142.1219192122908,1092.8655807877094,14761,14694.75,14761,14694.75,14761,14694.75,14761,14694.75,14761,14694.75,1112.1754409521516,1113.6765235346277,1113.3165190805407,1091.1210402646523,-2.8985024094887724,1.952336706666756,4.850839116155528,38.41201415642985,24.199838175115644,34.86149740502137,47.72095504848775,54.30592376466137,NaN,NaN,-14.3125
894837600,1108.2984863662675,1124.75,1107.25,1114.9375,NaN,NaN,NaN,NaN,1117.390625,1142.0434606317863,1092.7377893682137,16837,14957,16837,14957,16837,14957,16837,14957,16837,14957,1112.7892318516735,1113.856663029681,1113.4638809823098,1091.9716281123433,-2.341384959932408,1.9241079162400183,4.265492876172426,40.15038928025788,24.859691011584147,27.136330682678448,51.892155365135494,52.90084613810419,NaN,NaN,-6.3541666666667425
