time,open,high,low,close,"BTCUSD, BITSTAMP: Open","BTCUSD, BITSTAMP: High","BTCUSD, BITSTAMP: Low","BTCUSD, BITSTAMP: Close",Basis,Upper,Lower,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,EMA,EMA,EMA2,EMA3,Histogram,MACD,Signal,MF,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Detrended Price Oscillator
1112565600,1177.25,1182,1170.75,1179.75,NaN,NaN,NaN,NaN,1192.2124999999983,1224.5599400070073,1159.8650599929892,810132,787036.75,810132,787036.75,810132,787036.75,810132,787036.75,810132,787036.75,1180.8746367790523,1183.9916259601098,1188.1366125979935,1191.1435401918359,-1.178677363320789,-6.411233475338577,-5.232556112017788,23.5292257593933,50.82989642849234,45.850760483892806,42.95578117233792,40.75190012281807,NaN,NaN,-26.452380952381645
1112652000,1180,1187,1178.5,1185.25,NaN,NaN,NaN,NaN,1190.2124999999983,1218.8788020811426,1161.546197918854,665877,790820.9,665877,790820.9,665877,790820.9,665877,790820.9,665877,790820.9,1181.8469397170406,1184.171393680094,1187.874193270903,1190.9330566135561,-0.4417952801161409,-5.784800212162963,-5.3430049320468225,30.020649410795684,66.25435602811548,55.54201477595161,46.960120284373794,40.63491595801508,NaN,NaN,-20.011904761905498
1112738400,1184.75,1193,1184,1189.25,NaN,NaN,NaN,NaN,1188.6499999999983,1213.7240902129533,1163.5759097870432,779290,795861.35,779290,795861.35,779290,795861.35,779290,795861.35,779290,795861.35,1183.4920642243649,1184.896908868652,1187.999266609912,1190.8729474487864,0.34720958382022094,-4.9089929522715465,-5.2562025360917675,37.864062476802204,87.2264906421409,68.10358103291624,49.72425805550817,41.1207945407786,NaN,NaN,-15.309523809524535
1112824800,1189.25,1195.75,1186.25,1195.25,NaN,NaN,NaN,NaN,1188.0624999999982,1211.909866206956,1164.2151337930404,811332,783548.95,811332,783548.95,811332,783548.95,811332,783548.95,811332,783548.95,1186.1049388411727,1186.3759218874159,1188.658424190829,1191.0292707541869,1.2543670249576087,-3.6882437548947564,-4.942610779852365,45.121522207774156,100,84.49361555675212,53.62806486374502,41.79229370895917,NaN,NaN,-7.976190476191277
1112911200,1195.25,1195.5,1182.75,1183.5,NaN,NaN,NaN,NaN,1186.7624999999982,1208.538332360853,1164.9866676391434,732352,802533.9,732352,802533.9,732352,802533.9,732352,802533.9,732352,802533.9,1185.5260635431343,1185.9650759034994,1188.1894765371173,1190.7603682272515,1.05240303147197,-3.6271069905124023,-4.679510021984372,45.35907965266861,87.26607986267915,91.49752350160668,46.08182211637856,42.04632126813941,NaN,NaN,-19.238095238095866
1113170400,1182.75,1187.25,1181.25,1183.75,NaN,NaN,NaN,NaN,1185.6749999999984,1205.7012952141865,1165.6487047858102,623058,788999.5,623058,788999.5,623058,788999.5,623058,788999.5,623058,788999.5,1185.1313827557713,1185.6486364887137,1187.7858877610158,1190.5099979334211,0.9292638227095393,-3.5179302435974478,-4.447194066306987,45.53997794479204,74.8245709350327,87.36355026590394,46.25510779325247,42.47753754580646,NaN,NaN,-18.166666666667425
1113256800,1183.75,1193.25,1173,1190,NaN,NaN,NaN,NaN,1184.5749999999985,1200.7414003416213,1168.4085996583756,1241970,815687.35,1241970,815687.35,1241970,815687.35,1241970,815687.35,1241970,815687.35,1186.2132976989333,1186.2702598474689,1187.9871706918325,1190.4917837215132,1.2427736254064907,-2.893727034548874,-4.136500659955365,54.9945028685099,69.60543868982201,77.23202982917793,50.53515722585763,43.601749733562656,NaN,NaN,-10.809523809524308
1113343200,1189.75,1190.5,1173.5,1176,NaN,NaN,NaN,NaN,1183.2374999999984,1197.4795811332979,1168.9954188666989,1005028,820416.35,1005028,820416.35,1005028,820416.35,1005028,820416.35,1005028,820416.35,1183.943675988059,1184.8030798692591,1186.8974279016659,1189.9742200171734,0.5183916424939685,-3.4885111068379047,-4.006902749331873,54.30609654002045,63.37810310334047,69.26937090939839,42.39144354496164,44.13022358184609,NaN,NaN,-22.809523809524308
1113429600,1175.75,1178.5,1160,1160.5,NaN,NaN,NaN,NaN,1181.6624999999985,1198.424268254118,1164.900731745879,1265440,832345.4,1265440,832345.4,1265440,832345.4,1265440,832345.4,1265440,832345.4,1178.7339702129348,1181.3312113165077,1184.497661728787,1188.9215693022743,-0.9154555189441327,-5.151222148012039,-4.235766629067906,46.186154700467576,45.32914476342584,59.43756218552943,35.559122621261565,44.11113100198223,NaN,NaN,-37.42857142857201
1113516000,1160.25,1164,1143,1143.5,NaN,NaN,NaN,NaN,1179.1374999999985,1201.8594469897662,1156.4155530102307,1425780,865581.55,1425780,865581.55,1425780,865581.55,1425780,865581.55,1425780,865581.55,1170.9041990545047,1175.9267525570067,1180.7706015716246,1187.2993703986217,-2.812457059556099,-7.75133795351303,-4.938880893956931,39.064976402985494,17.214943675303203,41.9740638473565,29.872399680850194,43.56264366734573,NaN,NaN,-53.19047619047683
1113775200,1144,1151.5,1135.75,1146.75,NaN,NaN,NaN,NaN,1176.9374999999986,1203.0094557188147,1150.8655442811826,1106720,881565.4,1106720,881565.4,1106720,881565.4,1106720,881565.4,1106720,881565.4,1165.5365992646148,1171.758645048863,1177.677819610568,1185.851178598671,-3.601592985989467,-9.440872126443765,-5.839279140454297,38.75322830946745,5.979484969883077,22.84119113620403,32.10777373562206,43.43645514654795,NaN,NaN,-48.42857142857201
1113861600,1147,1157,1146.5,1155.75,NaN,NaN,NaN,NaN,1175.4124999999985,1202.6683594618578,1148.1566405381393,909978,893831.75,909978,893831.75,909978,893831.75,909978,893831.75,909978,893831.75,1163.3617994280337,1169.4716957561682,1175.6843814641527,1184.7761365058611,-3.279812073236392,-9.939044231999787,-6.659232158763396,39.11559956268869,14.543096988048253,12.579175211078168,38.00145390919154,42.88611287002787,NaN,NaN,-37.988095238095866
1113948000,1157.75,1159.75,1136.75,1139.75,NaN,NaN,NaN,NaN,1173.6874999999986,1205.073354696089,1142.3016453039083,1331510,917454.7,1331510,917454.7,1331510,917454.7,1331510,917454.7,1331510,917454.7,1158.1147328884706,1165.2257392195727,1172.4176195128662,1183.1680602020804,-3.866564535170271,-11.492437827726235,-7.625873292555964,32.21825473169339,18.35037757980616,12.957653179245819,32.58573417070423,42.00869892096851,NaN,NaN,-52.13095238095298
1114034400,1139.25,1163.75,1137.75,1161.5,NaN,NaN,NaN,NaN,1173.0374999999985,1204.8644834418017,1141.2105165581954,1041607,926259.75,1041607,926259.75,1041607,926259.75,1041607,926259.75,1041607,926259.75,1158.8670144688106,1164.6934907596337,1171.4251086480601,1182.3942009091488,-2.574080089706344,-10.843473404688893,-8.26939331498255,39.885168189685544,35.349655132201065,22.747709900018492,44.222648112195856,42.2057776633029,NaN,NaN,-28.666666666667425
1114120800,1161,1161.25,1143.75,1157.25,NaN,NaN,NaN,NaN,1172.1249999999986,1204.6559468046016,1139.5940531953956,960073,941363,960073,941363,960073,941363,960073,941363,960073,941363,1158.507677920186,1163.6301349368289,1170.1364624073274,1181.496193733822,-1.8248729379666209,-10.550484487440826,-8.725611549474205,39.50617703857097,41.904065450462895,31.86803272082337,42.67258521894971,42.18554938091802,NaN,NaN,-31.71428571428646
1114380000,1157,1166.25,1155.5,1164,NaN,NaN,NaN,NaN,1171.4499999999985,1204.0669434497877,1138.8330565502092,722198,951516.5,722198,951516.5,722198,951516.5,722198,951516.5,722198,951516.5,1159.7281939379225,1163.6829728029961,1169.5786021884794,1180.8713296719,-0.7493025892496377,-9.662239786036253,-8.912937196786615,39.69589842449998,60.60746780133716,45.9537294613337,45.915087091554334,42.1109041528595,NaN,NaN,-23.845238095238756
1114466400,1164.25,1166,1152.5,1153.75,NaN,NaN,NaN,NaN,1170.6374999999985,1204.1555828062474,1137.1194171937495,648713,935199.65,648713,935199.65,648713,935199.65,648713,935199.65,648713,935199.65,1158.399706396162,1162.2639766882824,1168.139638353163,1179.9027107550464,-0.6087497590796485,-9.673874395636176,-9.065124636556527,34.37158702107263,57.52756790493502,53.34636705224502,42.02769599012301,41.56114971961769,NaN,NaN,-32.86904761904839
1114552800,1153,1161.5,1145.25,1157.25,NaN,NaN,NaN,NaN,1169.2249999999985,1202.4988260499829,1135.9511739500142,930845,941163.45,930845,941163.45,930845,941163.45,930845,941163.45,930845,941163.45,1158.1442160859037,1161.547694304242,1167.1496712301482,1179.0936853709377,-0.18273546551438713,-9.293543968449512,-9.110808502935125,28.170980799865816,61.999464685459515,60.04483346391056,43.778095719545874,40.85758049503204,NaN,NaN,-28.630952380952976
1114639200,1157.5,1158.5,1142.5,1143,NaN,NaN,NaN,NaN,1167.1749999999986,1201.5876067016814,1132.7623932983158,910474,950822.35,910474,950822.35,910474,950822.35,910474,950822.35,910474,950822.35,1154.7788347334806,1158.8980236893503,1164.954246572862,1177.8046251791184,-0.732478871898369,-10.026407092808086,-9.293928220909716,27.868614794216967,53.664984800027646,57.73067246347406,38.65998308124188,40.327449135379425,NaN,NaN,-41.166666666667425
1114725600,1144,1159.5,1140.25,1158.5,NaN,NaN,NaN,NaN,1166.2124999999985,1200.4646075994694,1131.9603924005276,1150690,953653.35,1150690,953653.35,1150690,953653.35,1150690,953653.35,1150690,953653.35,1155.6057603482627,1158.8411631623003,1164.36749688442,1177.115174279864,0.03525512281775889,-9.249859317387518,-9.285114440205277,34.7215187497729,62.70442650935349,59.45629199828022,46.04851110060807,40.31269222876197,NaN,NaN,-23.654761904762836
1114984800,1157.75,1164.5,1155.5,1163.5,NaN,NaN,NaN,NaN,1165.3999999999985,1199.0954744736766,1131.7045255263204,655692,945931.35,655692,945931.35,655692,945931.35,655692,945931.35,655692,945931.35,1157.3600358264266,1159.5067112819718,1164.288633531291,1176.6289180555832,0.9183467204995743,-8.13718103958081,-9.055527760080384,31.866006263691602,73.60497465996309,63.324795323114735,48.215404807907646,40.146995627479825,NaN,NaN,-16.345238095238983
1115071200,1164,1168.75,1157.25,1166,NaN,NaN,NaN,NaN,1164.4374999999986,1196.8866429009295,1131.9883570990678,945783,959926.65,945783,959926.65,945783,959926.65,945783,959926.65,945783,959926.65,1159.2800278649984,1160.4343239559757,1164.4442123011736,1176.2493138393124,1.6658118505994857,-6.973262946831028,-8.639074797430514,38.84349739713433,92.76210493609612,76.35716870180423,49.31162359870678,40.64129420274734,NaN,NaN,-11.595238095238983
1115157600,1165.75,1177.75,1162.75,1175.25,NaN,NaN,NaN,NaN,1163.7374999999986,1194.5796282502367,1132.8953717497604,916232,966773.75,916232,966773.75,916232,966773.75,916232,966773.75,916232,966773.75,1162.8289105616655,1162.550849105122,1165.4265566374306,1176.213624059337,2.716058089695574,-5.244002185311047,-7.9600602750066205,46.645897918497674,100,88.78902653201972,53.2545813001581,41.905255536954236,NaN,NaN,-0.6785714285722406
1115244000,1175.5,1180,1167.5,1175,NaN,NaN,NaN,NaN,1162.7249999999985,1190.5440132823842,1134.905986717613,995990,976006.65,995990,976006.65,995990,976006.65,995990,976006.65,995990,976006.65,1165.5335971035176,1164.3292992329618,1166.2968696703915,1176.170280342932,3.28856776670644,-3.8493505666235706,-7.137918333330011,55.72746739674072,99.81037070680956,97.52415854763522,53.134279675007186,43.56681839367973,NaN,NaN,1.2857142857133113
1115330400,1174.5,1182.25,1171,1171.25,NaN,NaN,NaN,NaN,1162.1124999999986,1188.5815739355382,1135.643426064459,786504,978714.25,786504,978714.25,786504,978714.25,786504,978714.25,786504,978714.25,1166.8039088582916,1165.3179707711101,1166.7471542458104,1175.9945560449703,3.300772384090002,-3.011952853217508,-6.31272523730751,63.18565641755743,96.59944840686256,98.80327303789072,51.26359943529333,44.935091657941975,NaN,NaN,-1.8571428571437991
