time,open,high,low,close,"BTCUSD, BITSTAMP: Open","BTCUSD, BITSTAMP: High","BTCUSD, BITSTAMP: Low","BTCUSD, BITSTAMP: Close",Basis,Upper,Lower,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,EMA,EMA,EMA2,EMA3,Histogram,MACD,Signal,MF,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Detrended Price Oscillator
1315958400,5.58,5.72,5.52,5.53,5.58,5.72,5.52,5.53,NaN,NaN,NaN,61.14598362,NaN,61.14598362,NaN,61.14598362,NaN,61.14598362,NaN,61.14598362,NaN,7.551329143833046,8.531130298273156,NaN,NaN,NaN,NaN,NaN,24.965630709026243,NaN,NaN,22.383835207170378,NaN,NaN,NaN,NaN
1316044800,5.12,5.24,5,5.13,5.12,5.24,5,5.13,NaN,NaN,NaN,80.1407952,NaN,80.1407952,NaN,80.1407952,NaN,80.1407952,NaN,80.1407952,NaN,7.013256000759036,8.045254541376991,NaN,NaN,NaN,NaN,NaN,21.80420173079392,NaN,NaN,21.37054166883196,NaN,NaN,NaN,NaN
1316131200,4.82,4.87,4.8,4.85,4.82,4.87,4.8,4.85,NaN,NaN,NaN,39.9140068,NaN,39.9140068,NaN,39.9140068,NaN,39.9140068,NaN,39.9140068,NaN,6.532532445034805,7.588789606894564,NaN,NaN,NaN,NaN,NaN,20.586554400851057,0,NaN,20.66532002613107,NaN,NaN,NaN,NaN
1316217600,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,NaN,NaN,NaN,0.3,NaN,0.3,NaN,0.3,NaN,0.3,NaN,0.3,NaN,6.163080790582626,7.200391091623912,NaN,NaN,NaN,NaN,NaN,20.62007961152571,2.3430402161417727,NaN,20.866196367806225,NaN,NaN,NaN,NaN
1316304000,4.87,4.92,4.81,4.92,4.87,4.92,4.81,4.92,8.3675,13.277375252997778,3.457624747002221,119.8128,32.102888689000004,119.8128,32.102888689000004,119.8128,32.102888689000004,119.8128,32.102888689000004,119.8128,32.102888689000004,5.886840614897598,6.874620935677639,NaN,NaN,NaN,NaN,NaN,32.303327909149644,10.935689925724219,4.426243380621997,21.401995405010936,NaN,NaN,NaN,NaN
1316390400,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,8.067499999999999,13.054370260995372,3.0806297390046264,20,33.078393276,20,33.078393276,20,33.078393276,20,33.078393276,20,33.078393276,5.667542700475909,6.592532230580833,8.202380952380953,NaN,NaN,NaN,NaN,34.00506986573822,18.80235916226314,10.693696434709713,21.339754773993207,NaN,NaN,NaN,NaN
1316476800,4.92,5.66,4.92,5.66,4.92,5.66,4.92,5.66,7.766,12.565997499999352,2.9660025000006485,89.28071068,37.446099903000004,89.28071068,37.446099903000004,89.28071068,37.446099903000004,89.28071068,37.446099903000004,89.28071068,37.446099903000004,5.665866544814596,6.459313340497856,7.971255411255411,NaN,NaN,NaN,NaN,41.024571911482354,49.7926522794547,26.510233789147353,29.70558112149284,NaN,NaN,NaN,NaN
1316563200,5.7,5.79,5.66,5.66,5.7,5.79,5.66,5.66,7.464,11.988039787623444,2.9399602123765565,17.62932238,38.32329251750001,17.62932238,38.32329251750001,17.62932238,38.32329251750001,17.62932238,38.32329251750001,17.62932238,38.32329251750001,5.6645628681891305,6.345125720426734,7.761141282959465,NaN,NaN,NaN,NaN,56.764710304061104,74.53333590320558,47.70944911497448,29.70558112149284,NaN,NaN,NaN,NaN
1316649600,5.68,5.72,5.68,5.72,5.68,5.72,5.68,5.72,7.165000000000001,11.30370752771925,3.026292472280751,43.77842238,40.50794013200001,43.77842238,40.50794013200001,43.77842238,40.50794013200001,43.77842238,40.50794013200001,43.77842238,40.50794013200001,5.676882230813768,6.255822046080057,7.575582984508604,NaN,NaN,NaN,NaN,50.60584518123174,100,74.7753293942201,30.383492318911863,NaN,NaN,NaN,NaN
1316736000,5.7,5.72,5.7,5.72,5.7,5.72,5.7,5.72,6.866,10.482027654761511,3.249972345238488,20.68003681,41.54051034800001,20.68003681,41.54051034800001,20.68003681,41.54051034800001,20.68003681,41.54051034800001,20.68003681,41.54051034800001,5.686463957299598,6.179276039497192,7.406893622280549,NaN,NaN,NaN,NaN,52.418905216001434,100,91.51111196773519,30.383492318911863,NaN,NaN,NaN,NaN
1316822400,5.7,5.76,5.68,5.68,5.7,5.76,5.68,5.68,6.625,9.862817165931395,3.3871828340686054,90.58706633,45.952037577500015,90.58706633,45.952037577500015,90.58706633,45.952037577500015,90.58706633,45.952037577500015,90.58706633,45.952037577500015,5.685027522344131,6.107950890997593,7.249903292982317,NaN,NaN,-1.712751762473344,NaN,47.22144630963681,99.22867813042056,99.7428927101402,30.158617154258977,NaN,NaN,NaN,NaN
1316908800,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.427499999999999,9.276260256673075,3.5787397433269237,12.22,46.50803757750002,12.22,46.50803757750002,12.22,46.50803757750002,12.22,46.50803757750002,12.22,46.50803757750002,5.766132517378769,6.099672192283651,7.14082117543847,NaN,NaN,-1.5823788198355428,NaN,47.937894582606084,99.22867813042056,99.48578542028038,34.954283107138565,NaN,NaN,NaN,NaN
1316995200,6.06,6.06,4.8,4.8,6.06,6.06,4.8,4.8,6.2675,9.104441134391056,3.430558865608945,39.57846334,48.43696074450001,39.57846334,48.43696074450001,39.57846334,48.43696074450001,39.57846334,48.43696074450001,39.57846334,48.43696074450001,5.5514364024057095,5.91400473624313,6.928019250398609,NaN,NaN,-1.5619170691097946,NaN,45.948021430896205,82.92972709929501,93.7956944533787,27.967429820851507,26.057800989993407,NaN,NaN,NaN
1317081600,4.85,4.92,4.85,4.92,4.85,4.92,4.85,4.92,6.1025,8.848412416665905,3.3565875833340955,24.3545,41.43068574450002,24.3545,41.43068574450002,24.3545,41.43068574450002,24.3545,41.43068574450002,24.3545,41.43068574450002,5.411117201871107,5.772004059636968,6.745472045816918,NaN,NaN,-1.5185135086368033,NaN,48.88425960138617,70.8043056556969,84.32090362847082,29.42585043512183,26.47942648908029,NaN,NaN,NaN
1317168000,4.9,4.91,4.82,4.82,4.9,4.91,4.82,4.82,5.8995,8.381688349017864,3.4173116509821355,83.0533258,41.59535203450002,83.0533258,41.59535203450002,83.0533258,41.59535203450002,83.0533258,41.59535203450002,83.0533258,41.59535203450002,5.279757823677528,5.63600347968883,6.570429132560834,NaN,NaN,-1.475180080817374,NaN,48.04652926861989,56.68253992650235,70.13885756049808,28.90072143284563,26.944918362342808,NaN,NaN,NaN
1317254400,4.81,4.82,4.81,4.82,4.81,4.82,4.81,4.82,5.696,7.803144038740594,3.5888559612594046,46.9645,43.93356578600002,46.9645,43.93356578600002,46.9645,43.93356578600002,46.9645,43.93356578600002,46.9645,43.93356578600002,5.177589418415855,5.519431554018997,6.41129921141894,NaN,NaN,-1.424418220493691,NaN,50.6710530681423,58.85972522843334,62.1155236035442,28.90072143284563,27.482788345486643,NaN,NaN,NaN
1317600000,4.85,4.87,4.83,4.87,4.85,4.87,4.83,4.87,5.539499999999999,7.387974776674005,3.6910252233259935,30.57595,44.41236328600002,30.57595,44.41236328600002,30.57595,44.41236328600002,30.57595,44.41236328600002,30.57595,44.41236328600002,5.109236214323443,5.426655617730569,6.271181101289946,NaN,NaN,-1.3644262419438693,NaN,55.809424163906684,59.15639309927379,58.23288608473649,29.62895443452527,28.123047946086224,NaN,NaN,-3.3323809523809524
1317686400,4.86,5.3,4.8,4.98,4.86,5.3,4.8,4.98,5.3635,6.629458530126468,4.097541469873533,142.52162238,51.388444405000016,142.52162238,51.388444405000016,142.52162238,51.388444405000016,142.52162238,51.388444405000016,142.52162238,51.388444405000016,5.0805170555849,5.362847672340488,6.153801001172678,NaN,NaN,-1.2931000337701475,NaN,63.61891801696124,64.32177885459997,60.779299060769034,31.29617643963917,28.868046522645724,NaN,NaN,-2.9728571428571424
1317772800,4.92,6.25,4.8,4.92,4.92,6.25,4.8,4.92,5.2395000000000005,6.106113524011672,4.372886475988329,113.72,56.73144440500001,113.72,56.73144440500001,113.72,56.73144440500001,113.72,56.73144440500001,113.72,56.73144440500001,5.044846598788255,5.299583719148989,6.041637273793343,NaN,0.23494924278301288,-1.2272678190041812,-1.4622170617871941,63.80041448027229,68.43542618495803,63.971199379610596,30.86660876206558,29.544090333863913,NaN,NaN,-2.7457142857142856
