time,open,high,low,close,Volume,Volume MA
2004-01-01T17:00:00-05:00,107.11,107.61,106.62,106.91,0,NaN
2004-01-02T05:00:00-05:00,106.91,107.07,106.88,106.91,0,NaN
2004-01-04T17:00:00-05:00,107,107.36,106.21,106.28,0,NaN
2004-01-05T05:00:00-05:00,106.28,106.31,106.04,106.3,0,NaN
2004-01-05T17:00:00-05:00,106.3,106.4,105.66,106.17,0,NaN
2004-01-06T05:00:00-05:00,106.17,106.36,106.14,106.18,0,NaN
2004-01-06T17:00:00-05:00,106.18,106.42,106.15,106.17,0,NaN
2004-01-07T05:00:00-05:00,106.17,106.31,105.91,106.2,0,NaN
2004-01-07T17:00:00-05:00,106.2,106.23,106.12,106.16,0,NaN
2004-01-08T05:00:00-05:00,106.16,106.23,106.11,106.18,0,NaN
2004-01-08T17:00:00-05:00,106.18,108.26,106.15,106.64,0,NaN
2004-01-09T05:00:00-05:00,106.64,106.97,106.33,106.36,0,NaN
2004-01-11T17:00:00-05:00,106.62,106.69,106.38,106.44,0,NaN
2004-01-12T05:00:00-05:00,106.44,106.73,106.38,106.62,0,NaN
2004-01-12T17:00:00-05:00,106.62,106.65,106.34,106.43,0,NaN
2004-01-13T05:00:00-05:00,106.43,106.5,106.12,106.27,0,NaN
2004-01-13T17:00:00-05:00,106.27,106.33,106.13,106.21,0,NaN
2004-01-14T05:00:00-05:00,106.21,106.28,105.95,106.26,0,NaN
2004-01-14T17:00:00-05:00,106.26,106.38,106.02,106.03,0,NaN
2004-01-15T05:00:00-05:00,106.03,106.49,106,106.26,0,0
2004-01-15T17:00:00-05:00,106.26,106.33,105.7,105.91,0,0
2004-01-16T05:00:00-05:00,105.91,106.98,105.88,106.71,0,0
2004-01-18T17:00:00-05:00,106.62,107.48,106.45,107.22,0,0
2004-01-19T05:00:00-05:00,107.22,107.43,106.9,107.28,0,0
2004-01-19T17:00:00-05:00,107.28,107.66,106.97,107.6,0,0
2004-01-20T05:00:00-05:00,107.6,107.91,106.81,106.85,0,0
2004-01-20T17:00:00-05:00,106.85,107.3,106.59,106.83,0,0
2004-01-21T05:00:00-05:00,106.83,107.08,106.65,106.86,0,0
2004-01-21T17:00:00-05:00,106.86,107,106.21,106.37,0,0
2004-01-22T05:00:00-05:00,106.37,106.53,105.94,106.07,0,0
2004-01-22T17:00:00-05:00,106.07,106.27,105.83,105.92,0,0
2004-01-23T05:00:00-05:00,105.92,106.62,105.73,106.51,0,0
2004-01-25T17:00:00-05:00,106.41,106.72,106.04,106.1,0,0
2004-01-26T05:00:00-05:00,106.1,106.43,105.8,106.28,0,0
2004-01-26T17:00:00-05:00,106.28,106.39,105.86,105.89,0,0
2004-01-27T05:00:00-05:00,105.89,106.06,105.46,105.62,0,0
2004-01-27T17:00:00-05:00,105.62,106.57,105.55,105.74,0,0
2004-01-28T05:00:00-05:00,105.74,106.31,105.5,106.21,0,0
2004-01-28T17:00:00-05:00,106.21,106.29,105.78,106.09,0,0
2004-01-29T05:00:00-05:00,106.09,106.21,105.6,105.93,0,0
2004-01-29T17:00:00-05:00,105.93,106.12,105.65,105.65,0,0
2004-01-30T05:00:00-05:00,105.65,105.95,105.63,105.74,0,0
2004-02-01T17:00:00-05:00,105.74,105.75,105.56,105.63,0,0
2004-02-02T05:00:00-05:00,105.63,105.71,105.38,105.56,0,0
2004-02-02T17:00:00-05:00,105.56,105.68,105.28,105.29,0,0
2004-02-03T05:00:00-05:00,105.29,105.85,105.21,105.48,0,0
2004-02-03T17:00:00-05:00,105.48,105.56,105.34,105.43,0,0
2004-02-04T05:00:00-05:00,105.43,105.64,105.31,105.42,0,0
